player,market,line,side,dfs_book,fair_prob,edge,fair_american,num_books,matchup,commence_time,snapshot_at
Rudy Gobert,player_points,7.5,Over,prizepicks,0.513721340388007,0.013721340388006986,-106,2,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Julius Randle,player_points,17.5,Under,betr_us_dfs,0.5126263891114727,0.012626389111472736,-105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Julius Randle,player_points,17.5,Under,prizepicks,0.5126263891114727,0.012626389111472736,-105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Julius Randle,player_points,17.5,Under,underdog,0.5126263891114727,0.012626389111472736,-105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Victor Wembanyama,player_points,26.5,Over,betr_us_dfs,0.5123891332505188,0.012389133250518825,-105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Victor Wembanyama,player_points,26.5,Over,prizepicks,0.5123891332505188,0.012389133250518825,-105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Victor Wembanyama,player_points,26.5,Over,underdog,0.5123891332505188,0.012389133250518825,-105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Victor Wembanyama,player_points,26.5,Over,pick6,0.5123891332505188,0.012389133250518825,-105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Dylan Harper,player_points,10.5,Under,betr_us_dfs,0.5116177846823946,0.011617784682394605,-105,5,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Dylan Harper,player_points,10.5,Under,prizepicks,0.5116177846823946,0.011617784682394605,-105,5,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
De'Aaron Fox,player_points,17.5,Under,betr_us_dfs,0.5116108065249036,0.01161080652490365,-105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
De'Aaron Fox,player_points,17.5,Under,prizepicks,0.5116108065249036,0.01161080652490365,-105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
De'Aaron Fox,player_points,17.5,Under,underdog,0.5116108065249036,0.01161080652490365,-105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
De'Aaron Fox,player_points,17.5,Under,pick6,0.5116108065249036,0.01161080652490365,-105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Anthony Edwards,player_points,25.5,Over,underdog,0.5110517947691797,0.011051794769179724,-105,3,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Terrence Shannon Jr.,player_points,8.5,Under,betr_us_dfs,0.5072380885613335,0.007238088561333456,-103,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Terrence Shannon Jr.,player_points,8.5,Under,pick6,0.5072380885613335,0.007238088561333456,-103,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Ayo Dosunmu,player_points,13.5,Under,betr_us_dfs,0.5070463803767287,0.007046380376728667,-103,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Ayo Dosunmu,player_points,13.5,Under,prizepicks,0.5070463803767287,0.007046380376728667,-103,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Naz Reid,player_points,12.5,Under,betr_us_dfs,0.5039911253456741,0.00399112534567414,-102,3,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Devin Vassell,player_points,12.5,Under,betr_us_dfs,0.5029399326523317,0.0029399326523317226,-101,5,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Devin Vassell,player_points,12.5,Under,underdog,0.5029399326523317,0.0029399326523317226,-101,5,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Devin Vassell,player_points,12.5,Under,pick6,0.5029399326523317,0.0029399326523317226,-101,5,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Anthony Edwards,player_points,26.5,Under,betr_us_dfs,0.5026826150091762,0.0026826150091762146,-101,3,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Anthony Edwards,player_points,26.5,Under,prizepicks,0.5026826150091762,0.0026826150091762146,-101,3,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Anthony Edwards,player_points,26.5,Under,pick6,0.5026826150091762,0.0026826150091762146,-101,3,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Anthony Edwards,player_points,26.5,Over,betr_us_dfs,0.4973173849908238,-0.0026826150091762146,101,3,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Anthony Edwards,player_points,26.5,Over,prizepicks,0.4973173849908238,-0.0026826150091762146,101,3,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Anthony Edwards,player_points,26.5,Over,pick6,0.4973173849908238,-0.0026826150091762146,101,3,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Devin Vassell,player_points,12.5,Over,betr_us_dfs,0.49706006734766817,-0.0029399326523318337,101,5,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Devin Vassell,player_points,12.5,Over,underdog,0.49706006734766817,-0.0029399326523318337,101,5,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Devin Vassell,player_points,12.5,Over,pick6,0.49706006734766817,-0.0029399326523318337,101,5,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Naz Reid,player_points,12.5,Over,betr_us_dfs,0.4960088746543258,-0.003991125345674196,102,3,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Ayo Dosunmu,player_points,13.5,Over,betr_us_dfs,0.49295361962327133,-0.007046380376728667,103,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Ayo Dosunmu,player_points,13.5,Over,prizepicks,0.49295361962327133,-0.007046380376728667,103,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Terrence Shannon Jr.,player_points,8.5,Over,betr_us_dfs,0.49276191143866654,-0.007238088561333456,103,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Terrence Shannon Jr.,player_points,8.5,Over,pick6,0.49276191143866654,-0.007238088561333456,103,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Anthony Edwards,player_points,25.5,Under,underdog,0.4889482052308203,-0.011051794769179724,105,3,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
De'Aaron Fox,player_points,17.5,Over,betr_us_dfs,0.48838919347509635,-0.01161080652490365,105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
De'Aaron Fox,player_points,17.5,Over,prizepicks,0.48838919347509635,-0.01161080652490365,105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
De'Aaron Fox,player_points,17.5,Over,underdog,0.48838919347509635,-0.01161080652490365,105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
De'Aaron Fox,player_points,17.5,Over,pick6,0.48838919347509635,-0.01161080652490365,105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Dylan Harper,player_points,10.5,Over,betr_us_dfs,0.4883822153176053,-0.011617784682394716,105,5,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Dylan Harper,player_points,10.5,Over,prizepicks,0.4883822153176053,-0.011617784682394716,105,5,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Victor Wembanyama,player_points,26.5,Under,betr_us_dfs,0.4876108667494812,-0.012389133250518825,105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Victor Wembanyama,player_points,26.5,Under,prizepicks,0.4876108667494812,-0.012389133250518825,105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Victor Wembanyama,player_points,26.5,Under,underdog,0.4876108667494812,-0.012389133250518825,105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Victor Wembanyama,player_points,26.5,Under,pick6,0.4876108667494812,-0.012389133250518825,105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Julius Randle,player_points,17.5,Over,betr_us_dfs,0.4873736108885273,-0.01262638911147268,105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Julius Randle,player_points,17.5,Over,prizepicks,0.4873736108885273,-0.01262638911147268,105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Julius Randle,player_points,17.5,Over,underdog,0.4873736108885273,-0.01262638911147268,105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Julius Randle,player_points,17.5,Over,pick6,0.4873736108885273,-0.01262638911147268,105,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Rudy Gobert,player_points,7.5,Under,prizepicks,0.486278659611993,-0.013721340388006986,106,2,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Jaden McDaniels,player_points,16.5,Over,pick6,0.4858906525573192,-0.014109347442680775,106,2,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Keldon Johnson,player_points,8.5,Under,betr_us_dfs,0.48469182364258995,-0.015308176357410053,106,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Julian Champagnie,player_points,8.5,Over,betr_us_dfs,0.48468337245403414,-0.015316627545965855,106,5,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Julian Champagnie,player_points,8.5,Over,prizepicks,0.48468337245403414,-0.015316627545965855,106,5,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Julian Champagnie,player_points,8.5,Over,underdog,0.48468337245403414,-0.015316627545965855,106,5,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Julian Champagnie,player_points,8.5,Over,pick6,0.48468337245403414,-0.015316627545965855,106,5,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Stephon Castle,player_points,16.5,Under,betr_us_dfs,0.4834123623631287,-0.016587637636871322,107,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Stephon Castle,player_points,16.5,Under,prizepicks,0.4834123623631287,-0.016587637636871322,107,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Jaden McDaniels,player_points,15.5,Under,betr_us_dfs,0.4735508652102025,-0.02644913478979749,111,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Jaden McDaniels,player_points,15.5,Under,prizepicks,0.4735508652102025,-0.02644913478979749,111,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Keldon Johnson,player_points,9.5,Over,pick6,0.4678443201780477,-0.03215567982195228,114,2,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Rudy Gobert,player_points,8.5,Over,pick6,0.4530092672170866,-0.04699073278291338,121,4,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
Ayo Dosunmu,player_points,14.5,Over,pick6,0.445910290237467,-0.05408970976253302,124,1,San Antonio Spurs @ Minnesota Timberwolves,2026-05-10 23:40:00+00:00,2026-05-10 23:01:10.331775+00:00
