player,market,line,side,dfs_book,fair_prob,edge,fair_american,num_books,matchup,commence_time,snapshot_at
Donovan Mitchell,player_points,27.5,Under,pick6,0.5199292661361626,0.019929266136162638,-108,2,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Dean Wade,player_points,3.5,Over,prizepicks,0.5197166978137803,0.01971669781378027,-108,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Dean Wade,player_points,3.5,Over,betr_us_dfs,0.5197166978137803,0.01971669781378027,-108,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Evan Mobley,player_points,14.5,Over,prizepicks,0.5187235778908991,0.018723577890899068,-108,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Evan Mobley,player_points,14.5,Over,betr_us_dfs,0.5187235778908991,0.018723577890899068,-108,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jarrett Allen,player_points,12.5,Under,prizepicks,0.5159424058612627,0.01594240586126272,-107,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jarrett Allen,player_points,12.5,Under,underdog,0.5159424058612627,0.01594240586126272,-107,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jarrett Allen,player_points,12.5,Under,betr_us_dfs,0.5159424058612627,0.01594240586126272,-107,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jarrett Allen,player_points,12.5,Under,pick6,0.5159424058612627,0.01594240586126272,-107,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jalen Duren,player_points,13.5,Under,prizepicks,0.5126725205448609,0.012672520544860899,-105,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jalen Duren,player_points,13.5,Under,betr_us_dfs,0.5126725205448609,0.012672520544860899,-105,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jalen Duren,player_points,13.5,Under,pick6,0.5126725205448609,0.012672520544860899,-105,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Cade Cunningham,player_points,26.5,Over,betr_us_dfs,0.5126090097189387,0.012609009718938746,-105,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Cade Cunningham,player_points,26.5,Over,pick6,0.5126090097189387,0.012609009718938746,-105,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jaylon Tyson,player_points,5.5,Over,prizepicks,0.5085286655617902,0.008528665561790216,-103,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jaylon Tyson,player_points,5.5,Over,underdog,0.5085286655617902,0.008528665561790216,-103,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jaylon Tyson,player_points,5.5,Over,betr_us_dfs,0.5085286655617902,0.008528665561790216,-103,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Sam Merrill,player_points,5.5,Over,prizepicks,0.506241544551705,0.006241544551705003,-103,3,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Max Strus,player_points,8.5,Over,prizepicks,0.5041749459149312,0.004174945914931172,-102,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Max Strus,player_points,8.5,Over,betr_us_dfs,0.5041749459149312,0.004174945914931172,-102,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Donovan Mitchell,player_points,26.5,Over,prizepicks,0.5037355578770983,0.003735557877098339,-102,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Donovan Mitchell,player_points,26.5,Over,underdog,0.5037355578770983,0.003735557877098339,-102,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Donovan Mitchell,player_points,26.5,Over,betr_us_dfs,0.5037355578770983,0.003735557877098339,-102,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Tobias Harris,player_points,18.5,Under,prizepicks,0.5021248377447937,0.0021248377447936617,-101,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Tobias Harris,player_points,18.5,Under,underdog,0.5021248377447937,0.0021248377447936617,-101,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Tobias Harris,player_points,18.5,Under,betr_us_dfs,0.5021248377447937,0.0021248377447936617,-101,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Tobias Harris,player_points,18.5,Under,pick6,0.5021248377447937,0.0021248377447936617,-101,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
James Harden,player_points,18.5,Over,prizepicks,0.5019480560007943,0.0019480560007942849,-101,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
James Harden,player_points,18.5,Over,underdog,0.5019480560007943,0.0019480560007942849,-101,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
James Harden,player_points,18.5,Over,betr_us_dfs,0.5019480560007943,0.0019480560007942849,-101,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
James Harden,player_points,18.5,Over,pick6,0.5019480560007943,0.0019480560007942849,-101,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
James Harden,player_points,18.5,Under,prizepicks,0.49805194399920566,-0.0019480560007943404,101,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
James Harden,player_points,18.5,Under,underdog,0.49805194399920566,-0.0019480560007943404,101,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
James Harden,player_points,18.5,Under,betr_us_dfs,0.49805194399920566,-0.0019480560007943404,101,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
James Harden,player_points,18.5,Under,pick6,0.49805194399920566,-0.0019480560007943404,101,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Tobias Harris,player_points,18.5,Over,prizepicks,0.4978751622552063,-0.0021248377447937172,101,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Tobias Harris,player_points,18.5,Over,underdog,0.4978751622552063,-0.0021248377447937172,101,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Tobias Harris,player_points,18.5,Over,betr_us_dfs,0.4978751622552063,-0.0021248377447937172,101,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Tobias Harris,player_points,18.5,Over,pick6,0.4978751622552063,-0.0021248377447937172,101,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Donovan Mitchell,player_points,26.5,Under,prizepicks,0.49626444212290155,-0.00373555787709845,102,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Donovan Mitchell,player_points,26.5,Under,underdog,0.49626444212290155,-0.00373555787709845,102,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Donovan Mitchell,player_points,26.5,Under,betr_us_dfs,0.49626444212290155,-0.00373555787709845,102,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Max Strus,player_points,8.5,Under,prizepicks,0.4958250540850687,-0.004174945914931283,102,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Max Strus,player_points,8.5,Under,betr_us_dfs,0.4958250540850687,-0.004174945914931283,102,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Sam Merrill,player_points,5.5,Under,prizepicks,0.493758455448295,-0.006241544551705003,103,3,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jaylon Tyson,player_points,5.5,Under,prizepicks,0.49147133443820973,-0.008528665561790272,103,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jaylon Tyson,player_points,5.5,Under,underdog,0.49147133443820973,-0.008528665561790272,103,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jaylon Tyson,player_points,5.5,Under,betr_us_dfs,0.49147133443820973,-0.008528665561790272,103,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Cade Cunningham,player_points,26.5,Under,betr_us_dfs,0.4873909902810612,-0.012609009718938802,105,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Cade Cunningham,player_points,26.5,Under,pick6,0.4873909902810612,-0.012609009718938802,105,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jalen Duren,player_points,13.5,Over,prizepicks,0.48732747945513905,-0.012672520544860955,105,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jalen Duren,player_points,13.5,Over,betr_us_dfs,0.48732747945513905,-0.012672520544860955,105,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jalen Duren,player_points,13.5,Over,pick6,0.48732747945513905,-0.012672520544860955,105,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jarrett Allen,player_points,12.5,Over,prizepicks,0.4840575941387373,-0.01594240586126272,107,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jarrett Allen,player_points,12.5,Over,underdog,0.4840575941387373,-0.01594240586126272,107,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jarrett Allen,player_points,12.5,Over,betr_us_dfs,0.4840575941387373,-0.01594240586126272,107,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Jarrett Allen,player_points,12.5,Over,pick6,0.4840575941387373,-0.01594240586126272,107,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Evan Mobley,player_points,14.5,Under,prizepicks,0.4812764221091008,-0.01872357789089918,108,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Evan Mobley,player_points,14.5,Under,betr_us_dfs,0.4812764221091008,-0.01872357789089918,108,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Dean Wade,player_points,3.5,Under,prizepicks,0.4802833021862196,-0.01971669781378038,108,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Dean Wade,player_points,3.5,Under,betr_us_dfs,0.4802833021862196,-0.01971669781378038,108,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Donovan Mitchell,player_points,27.5,Over,pick6,0.48007073386383725,-0.01992926613616275,108,2,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Duncan Robinson,player_points,11.5,Under,prizepicks,0.4778484292635315,-0.022151570736468507,109,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Duncan Robinson,player_points,11.5,Under,underdog,0.4778484292635315,-0.022151570736468507,109,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Duncan Robinson,player_points,11.5,Under,betr_us_dfs,0.4778484292635315,-0.022151570736468507,109,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Duncan Robinson,player_points,11.5,Under,pick6,0.4778484292635315,-0.022151570736468507,109,5,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Dennis Schroder,player_points,6.5,Under,prizepicks,0.47556817937050283,-0.02443182062949717,110,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Dennis Schroder,player_points,6.5,Under,underdog,0.47556817937050283,-0.02443182062949717,110,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Dennis Schroder,player_points,6.5,Under,betr_us_dfs,0.47556817937050283,-0.02443182062949717,110,4,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Isaiah Stewart II,player_points,3.5,Over,prizepicks,0.4748010610079576,-0.025198938992042397,111,1,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Isaiah Stewart II,player_points,3.5,Over,betr_us_dfs,0.4748010610079576,-0.025198938992042397,111,1,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Isaiah Stewart II,player_points,3.5,Over,pick6,0.4748010610079576,-0.025198938992042397,111,1,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Ausar Thompson,player_points,9.5,Over,betr_us_dfs,0.4747555892383478,-0.02524441076165218,111,3,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Ausar Thompson,player_points,9.5,Over,pick6,0.4747555892383478,-0.02524441076165218,111,3,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Evan Mobley,player_points,15.5,Over,pick6,0.4694960212201591,-0.0305039787798409,113,1,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Daniss Jenkins,player_points,9.5,Over,betr_us_dfs,0.4622092145711709,-0.03779078542882908,116,3,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
Daniss Jenkins,player_points,9.5,Over,pick6,0.4622092145711709,-0.03779078542882908,116,3,Detroit Pistons @ Cleveland Cavaliers,2026-05-12 00:10:00+00:00,2026-05-11 19:47:40.409413+00:00
